4	0.976562
8	1.46484
16	1.46484
32	1.58691
65	2.68555
131	3.05176
262	4.50134
524	8.31604
1048	10.643
2097	12.1956
4194	12.044
8388	35.2249
16777	88.346
33554	110.709
67108	131.54
